1.7,1.3,9.9,156.402
-12.33,1.3,-24.2,387.62
1.35,1.3,-9.7,204.226
-12.33,1.3,-24.2,387.62
-40.26,1.3,-10.53,479.804
-1.77,1.3,-13.76,741.462
-24,1.3,-19.4,817.941
2.8,1.3,1.6,562.19
